PeakID (cmd=annotatePeaks.pl tss mm10 -list 2020-04-06_Neutrophil_Expressed_Genes_from_STAR.txt -size -500,150 -CpG)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	CpG%	GC%
NM_026758	chr8	117801824	117802474	-	0	NA	promoter-TSS (NM_001357233)	promoter-TSS (NM_001357233)	0	NM_026758	68533	Mm.181836	NM_026758	ENSMUSG00000031843	Mphosph6	1110001M01Rik|AA536809|C86426	M phase phosphoprotein 6	protein-coding	0.078462	0.606759
NM_008013	chr5	21372173	21372823	+	0	NA	promoter-TSS (NM_008013)	promoter-TSS (NM_008013)	0	NM_008013	14190	Mm.292100	NM_008013	ENSMUSG00000039899	Fgl2	AI385601|musfiblp	fibrinogen-like protein 2	protein-coding	0.029231	0.496160
NM_022017	chr5	114658271	114658921	-	0	NA	promoter-TSS (NM_022017)	promoter-TSS (NM_022017)	0	NM_022017	63873	Mm.266450	NM_022017	ENSMUSG00000014158	Trpv4	0610033B08Rik|OTRPC4|Trp12|VR-OAC|VRL-2|VROAC	transient receptor potential cation channel, subfamily V, member 4	protein-coding	0.076923	0.672811
NM_010822	chr11	32226005	32226655	+	0	NA	promoter-TSS (NM_010822)	promoter-TSS (NM_010822)	0	NM_010822	268395	Mm.263161	NM_010822	ENSMUSG00000020287	Mpg	9830006D05|AI326268|APNG|Aag|Mid1	N-methylpurine-DNA glycosylase	protein-coding	0.049231	0.592934
NM_145070	chr5	123973128	123973778	+	0	NA	promoter-TSS (NM_145070)	promoter-TSS (NM_145070)	0	NM_145070	29816	Mm.149954	NM_145070	ENSMUSG00000000915	Hip1r	AA410023|mKIAA0655	huntingtin interacting protein 1 related	protein-coding	0.069231	0.639017
NM_025513	chr4	45320466	45321116	-	0	NA	promoter-TSS (NM_001362788)	promoter-TSS (NM_001362788)	0	NM_025513	66362	Mm.275788	NM_025513	ENSMUSG00000028322	Exosc3	2310005D06Rik|AI593501|Rrp40	exosome component 3	protein-coding	0.038462	0.513057
NM_007459	chr7	141561680	141562330	+	0	NA	promoter-TSS (NM_001357068)	promoter-TSS (NM_001357068)	0	NM_007459	11772	Mm.253090	NM_007459	ENSMUSG00000002957	Ap2a2	2410074K14Rik|AF006990|AW146353|Adtab|C78001|L25	adaptor-related protein complex 2, alpha 2 subunit	protein-coding	0.095385	0.658986
NR_015600	chrX	151341729	151342379	-	0	NA	promoter-TSS (NR_015600)	promoter-TSS (NR_015600)	0	NR_015600	331547	Mm.101344	NR_015600	ENSMUSG00000084771	A230072E10Rik	C130073P14|Gm15139	RIKEN cDNA A230072E10 gene	ncRNA	0.004615	0.399386
NM_027906	chr14	78848678	78849328	+	0	NA	promoter-TSS (NM_027906)	promoter-TSS (NM_027906)	0	NM_027906	219189	Mm.159651	NM_027906	ENSMUSG00000058997	Vwa8	1300010F03Rik|4932416F07Rik|AI957255|Kiaa0564|mKIAA0564	von Willebrand factor A domain containing 8	protein-coding	0.061538	0.582181
NM_148924	chr16	3743599	3744249	+	0	NA	promoter-TSS (NM_148924)	promoter-TSS (NM_148924)	0	NM_148924	74120	Mm.29081	NM_148924	ENSMUSG00000022529	Zfp263	1200014J04Rik|AI326880|AU020888|NT2|mFPM315	zinc finger protein 263	protein-coding	0.061538	0.580645
NM_021474	chr19	5474190	5474840	+	0	NA	promoter-TSS (NM_021474)	promoter-TSS (NM_021474)	0	NM_021474	58859	Mm.276367	NM_021474	ENSMUSG00000024909	Efemp2	0610011K11Rik|Fbln4|MBP1	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	protein-coding	0.089231	0.640553
NM_001177438	chr19	3971828	3972478	+	0	NA	promoter-TSS (NM_001177438)	promoter-TSS (NM_001177438)	0	NM_001177438	621603	Mm.34137	NM_001177438	ENSMUSG00000075296	Aldh3b2	AI848594|C130048D07Rik	aldehyde dehydrogenase 3 family, member B2	protein-coding	0.012308	0.488479
NM_178061	chr4	35157334	35157984	-	0	NA	promoter-TSS (NM_178061)	promoter-TSS (NM_178061)	0	NM_178061	214944	Mm.32968	NM_178061	ENSMUSG00000073910	Mob3b	8430436F23Rik|A430018A01Rik|Mobkl2b	MOB kinase activator 3B	protein-coding	0.040000	0.537634
NM_008251	chr16	96127575	96128225	-	0	NA	promoter-TSS (NM_008251)	promoter-TSS (NM_008251)	0	NM_008251	15312	Mm.2756	NM_008251	ENSMUSG00000040681	Hmgn1	HMG-14|Hmg14	high mobility group nucleosomal binding domain 1	protein-coding	0.124615	0.728111
NM_026556	chr11	87987383	87988033	-	0	NA	promoter-TSS (NM_026556)	promoter-TSS (NM_026556)	0	NM_026556	68097	Mm.246436	NM_026556	ENSMUSG00000020483	Dynll2	1700064A15Rik|6720463E02Rik|C87222|DLC8|DLC8b|Dlc2	dynein light chain LC8-type 2	protein-coding	0.086154	0.652842
NM_016894	chr1	91179322	91179972	+	0	NA	promoter-TSS (NM_016894)	promoter-TSS (NM_016894)	0	NM_016894	51801	Mm.3272	NM_016894	ENSMUSG00000034353	Ramp1	9130218E19Rik	receptor (calcitonin) activity modifying protein 1	protein-coding	0.024615	0.572965
NM_007604	chr6	17636510	17637160	+	0	NA	promoter-TSS (NM_007604)	promoter-TSS (NM_007604)	0	NM_007604	12343	Mm.392504	NM_007604	ENSMUSG00000015733	Capza2	1110053K06Rik|AW208808|Cappa2	capping protein (actin filament) muscle Z-line, alpha 2	protein-coding	0.073846	0.563748
NM_178761	chr11	58323215	58323865	-	0	NA	promoter-TSS (NR_046280)	promoter-TSS (NR_046280)	0	NM_178761	319475	Mm.72124	NM_178761	ENSMUSG00000049755	Zfp672	4930488P06Rik|4930511N19Rik|Znf672	zinc finger protein 672	protein-coding	0.061538	0.614439
NM_023223	chr4	118437193	118437843	-	0	NA	promoter-TSS (NM_023223)	promoter-TSS (NM_023223)	0	NM_023223	107995	Mm.261764	NM_023223	ENSMUSG00000006398	Cdc20	2310042N09Rik|C87100|p55CDC	cell division cycle 20	protein-coding	0.061538	0.563748
NM_201362	chr18	69925059	69925709	+	0	NA	promoter-TSS (NM_201362)	promoter-TSS (NM_201362)	0	NM_201362	381175	Mm.266831	NM_201362	ENSMUSG00000038903	Ccdc68	BC046343	coiled-coil domain containing 68	protein-coding	0.030769	0.542243
NM_175258	chr11	54522345	54522995	+	0	NA	promoter-TSS (NM_175258)	promoter-TSS (NM_175258)	0	NM_175258	192786	Mm.254404	NM_175258	ENSMUSG00000037533	Rapgef6	A530068K01|AI844632|BB085664|C030018K18Rik|PDZ-GEF2|Pdzgef2|RA-GEF-2|Ragef2|mKIAA4052	Rap guanine nucleotide exchange factor (GEF) 6	protein-coding	0.093846	0.563748
NM_026975	chr3	96197436	96198086	-	0	NA	promoter-TSS (NM_026975)	promoter-TSS (NM_026975)	0	NM_026975	69168	Mm.104531	NM_026975	ENSMUSG00000015943	Bola1	1810037G04Rik	bolA-like 1 (E. coli)	protein-coding	0.030769	0.465438
NM_008488	chr7	24902486	24903136	+	0	NA	promoter-TSS (NM_001130153)	promoter-TSS (NM_001130153)	0	NM_008488	16801	Mm.3181	NM_008488	ENSMUSG00000040940	Arhgef1	Lbcl2|Lsc	Rho guanine nucleotide exchange factor (GEF) 1	protein-coding	0.080000	0.660522
NM_175486	chr9	107340140	107340790	+	0	NA	promoter-TSS (NM_175486)	promoter-TSS (NM_175486)	0	NM_175486	235599	Mm.71039	NM_175486	ENSMUSG00000037977	6430571L13Rik	-	RIKEN cDNA 6430571L13 gene	protein-coding	0.047692	0.583717
NM_017401	chr11	5837866	5838516	-	0	NA	promoter-TSS (NM_017401)	promoter-TSS (NM_017401)	0	NM_017401	54125	Mm.260194	NM_017401	ENSMUSG00000020474	Polm	AI462166|B230309I03Rik|Tdt-N	polymerase (DNA directed), mu	protein-coding	0.036923	0.540707
NM_213729	chr11	70700005	70700655	-	0	NA	promoter-TSS (NM_001252485)	promoter-TSS (NM_001252485)	0	NM_213729	103844	Mm.101581	NM_213729	ENSMUSG00000057054	Inca1	AI842396	inhibitor of CDK, cyclin A1 interacting protein 1	protein-coding	0.120000	0.714286
NM_172659	chr2	27027848	27028498	-	0	NA	promoter-TSS (NM_001177627)	promoter-TSS (NM_001177627)	0	NM_172659	227659	Mm.41203	NM_172659	ENSMUSG00000036067	Slc2a6	A330096C23|F630103L12Rik|Glut6|Glut9	solute carrier family 2 (facilitated glucose transporter), member 6	protein-coding	0.049231	0.576037
NM_021389	chrX	159708101	159708751	+	0	NA	promoter-TSS (NM_021389)	promoter-TSS (NM_021389)	0	NM_021389	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|Cin85|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding	0.010769	0.466974
NM_028385	chr6	113077139	113077789	+	0	NA	promoter-TSS (NM_028385)	promoter-TSS (NM_028385)	0	NM_028385	72895	Mm.367159	NM_028385	ENSMUSG00000034269	Setd5	2900045N06Rik|C330007C20|C85544|mKIAA1757	SET domain containing 5	protein-coding	0.106154	0.729647
NM_133983	chr9	58540790	58541440	-	0	NA	promoter-TSS (NM_133983)	promoter-TSS (NM_133983)	0	NM_133983	102657	Mm.5356	NM_133983	ENSMUSG00000035914	Cd276	6030411F23Rik|AU016588|B7RP-2|B7h3	CD276 antigen	protein-coding	0.013846	0.520737
NM_013815	chr12	54986186	54986836	-	0	NA	promoter-TSS (NM_013815)	promoter-TSS (NM_013815)	0	NM_013815	217578	Mm.479583	NM_013815	ENSMUSG00000035021	Baz1a	Acf1|B930060C03|BC065123|Gtl5|Wcrf180|cbp146	bromodomain adjacent to zinc finger domain 1A	protein-coding	0.060000	0.511521
NR_028382	chr6	83441255	83441905	+	0	NA	promoter-TSS (NM_183138)	promoter-TSS (NM_183138)	0	NR_028382	320775	Mm.434334	NR_028382	ENSMUSG00000051844	B230319C09Rik	-	RIKEN cDNA B230319C09 gene	ncRNA	0.067692	0.688172
NR_028078	chr11	97781616	97782266	-	0	NA	promoter-TSS (NR_028078)	promoter-TSS (NR_028078)	0	NR_028078	100302498	Mm.453536	NR_028078	ENSMUSG00000064901	Snora21	MBI-3	small nucleolar RNA, H/ACA box 21	snoRNA	0.072308	0.588326
NM_023900	chr10	80798476	80799126	-	0	NA	promoter-TSS (NM_013651)	promoter-TSS (NM_013651)	0	NM_023900	78670	Mm.41479	NM_023900	ENSMUSG00000035278	Plekhj1	9530063M10Rik	pleckstrin homology domain containing, family J member 1	protein-coding	0.116923	0.648233
NM_138310	chr7	126584508	126585158	+	0	NA	promoter-TSS (NM_138310)	promoter-TSS (NM_138310)	0	NM_138310	171504	Mm.170665	NM_138310	ENSMUSG00000042759	Apobr	Apob-48r|Apob48r	apolipoprotein B receptor	protein-coding	0.018462	0.542243
NM_010715	chr7	13278326	13278976	+	0	NA	promoter-TSS (NM_010715)	promoter-TSS (NM_010715)	0	NM_010715	16881	Mm.288179	NM_010715	ENSMUSG00000056394	Lig1	AL033288|LigI	ligase I, DNA, ATP-dependent	protein-coding	0.075385	0.642089
NM_008913	chr3	136669566	136670216	+	0	NA	promoter-TSS (NM_008913)	promoter-TSS (NM_008913)	0	NM_008913	19055	Mm.331389	NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding	0.090769	0.708141
NM_026095	chr10	75517542	75518192	+	0	NA	promoter-TSS (NM_026095)	promoter-TSS (NM_026095)	0	NM_026095	67332	Mm.45151	NM_026095	ENSMUSG00000020180	Snrpd3	1700043E15Rik|2310009E13Rik|AW046420|SMD3	small nuclear ribonucleoprotein D3	protein-coding	0.047692	0.580645
NM_001033632	chr7	141016742	141017392	-	0	NA	promoter-TSS (NM_001033632)	promoter-TSS (NM_001033632)	0	NM_001033632	213002	Mm.276440	NM_001033632	ENSMUSG00000059108	Ifitm6	A330075D07|Dspa2f|Fgls5|fragilis5	interferon induced transmembrane protein 6	protein-coding	0.007692	0.488479
NR_015475	chr18	38250048	38250698	-	0	NA	promoter-TSS (NR_015475)	promoter-TSS (NR_015475)	0	NR_015475	73516	Mm.48776	NR_015475	ENSMUSG00000097080	1700086O06Rik	-	RIKEN cDNA 1700086O06 gene	ncRNA	0.063077	0.617512
NM_177193	chr9	58202135	58202785	-	0	NA	promoter-TSS (NM_001161540)	promoter-TSS (NM_001161540)	0	NM_177193	320563	Mm.186499	NM_177193	ENSMUSG00000051243	Islr2	B930052A04Rik|Linx|Mbu-3|mKIAA1465	immunoglobulin superfamily containing leucine-rich repeat 2	protein-coding	0.033846	0.568356
NM_001164289	chr14	59393362	59394012	-	0	NA	promoter-TSS (NM_001164289)	promoter-TSS (NM_001164289)	0	NM_001164289	628705	Mm.479244	NM_001164289	ENSMUSG00000091144	Phf11c	EG628705|Gm6907|Phf11	PHD finger protein 11C	protein-coding	0.007692	0.465438
NM_001042653	chr2	119618355	119619005	-	0	NA	promoter-TSS (NM_001042653)	promoter-TSS (NM_001042653)	0	NM_001042653	70645	Mm.246412	NM_001042653	ENSMUSG00000072980	Oip5	5730547N13Rik|Lint-25|Ms18b	Opa interacting protein 5	protein-coding	0.063077	0.543779
NM_013735	chr2	121271257	121271907	-	0	NA	promoter-TSS (NM_001290830)	promoter-TSS (NM_001290830)	0	NM_013735	27223	Mm.215389	NM_013735	ENSMUSG00000043909	Trp53bp1	53BP1|Tp53bp1|m53BP1|p53BP1	transformation related protein 53 binding protein 1	protein-coding	0.050769	0.546851
NM_027980	chr11	120378596	120379246	-	0	NA	promoter-TSS (NM_027980)	promoter-TSS (NM_027980)	0	NM_027980	71885	Mm.274890	NM_027980	ENSMUSG00000025384	Faap100	2310003H01Rik	Fanconi anemia core complex associated protein 100	protein-coding	0.073846	0.635945
NM_010749	chr6	122308220	122308870	+	0	NA	promoter-TSS (NM_010749)	promoter-TSS (NM_010749)	0	NM_010749	17113	Mm.249225	NM_010749	ENSMUSG00000007458	M6pr	CD-MPR|Mpr46	mannose-6-phosphate receptor, cation dependent	protein-coding	0.035385	0.508449
NM_023041	chr1	172126255	172126905	+	0	NA	promoter-TSS (NM_001356514)	promoter-TSS (NM_001356514)	0	NM_023041	19298	Mm.247764	NM_023041	ENSMUSG00000003464	Pex19	Pxf	peroxisomal biogenesis factor 19	protein-coding	0.036923	0.523810
NM_010722	chr10	80918095	80918745	-	0	NA	promoter-TSS (NM_010722)	promoter-TSS (NM_010722)	0	NM_010722	16907	Mm.7362	NM_010722	ENSMUSG00000062075	Lmnb2	-	lamin B2	protein-coding	0.069231	0.545315
NM_130879	chr4	137593672	137594322	+	0	NA	promoter-TSS (NM_130879)	promoter-TSS (NM_130879)	0	NM_130879	170707	Mm.218478	NM_130879	ENSMUSG00000043411	Usp48	2810449C13Rik|AI115503|BC021769|D330022K21Rik|Usp31	ubiquitin specific peptidase 48	protein-coding	0.104615	0.634409
NM_011252	chrX	57392886	57393536	-	0	NA	promoter-TSS (NM_011252)	promoter-TSS (NM_011252)	0	NM_011252	19655	Mm.28275	NM_011252	ENSMUSG00000031134	Rbmx	hnRNP G	RNA binding motif protein, X chromosome	protein-coding	0.043077	0.431644
NM_145629	chrX	75874424	75875074	-	0	NA	promoter-TSS (NM_145629)	promoter-TSS (NM_145629)	0	NM_145629	102866	Mm.28777	NM_145629	ENSMUSG00000016382	Pls3	AI115446|AL024105	plastin 3 (T-isoform)	protein-coding	0.050769	0.588326
NM_027444	chr16	50432239	50432889	-	0	NA	promoter-TSS (NM_001347240)	promoter-TSS (NM_001347240)	0	NM_027444	70508	Mm.28940	NM_027444	ENSMUSG00000022641	Bbx	5530401J07Rik|5730403O13Rik	bobby sox HMG box containing	protein-coding	0.049231	0.533026
NM_013548	chr13	23543552	23544202	+	0	NA	promoter-TSS (NM_178197)	promoter-TSS (NM_178197)	0	NM_013548	260423	Mm.221389	NM_013548	ENSMUSG00000100210	Hist1h3f	H3.2-221|Hist1	histone cluster 1, H3f	protein-coding	0.013846	0.348694
NM_011673	chr4	59189050	59189700	+	0	NA	promoter-TSS (NM_011673)	promoter-TSS (NM_011673)	0	NM_011673	22234	Mm.198803	NM_011673	ENSMUSG00000028381	Ugcg	AU043821|C80537|Epcs21|GlcT-1|Ugcgl	UDP-glucose ceramide glucosyltransferase	protein-coding	0.170769	0.807988
NM_178732	chr7	12965338	12965988	+	0	NA	promoter-TSS (NM_001362139)	promoter-TSS (NM_001362139)	0	NM_178732	243834	Mm.133086	NM_178732	ENSMUSG00000004500	Zfp324	A930002M05|D430030K24Rik|ZF5128	zinc finger protein 324	protein-coding	0.040000	0.546851
NM_015735	chr19	10605097	10605747	+	0	NA	promoter-TSS (NM_015735)	promoter-TSS (NM_015735)	0	NM_015735	13194	Mm.289915	NM_015735	ENSMUSG00000024740	Ddb1	127kDa|AA408517|p127-Ddb1	damage specific DNA binding protein 1	protein-coding	0.064615	0.605223
NR_126558	chr8	11477429	11478079	+	0	NA	promoter-TSS (NR_126558)	promoter-TSS (NR_126558)	0	NR_126558	102132	Mm.37632	NR_126558	ENSMUSG00000096957	E230013L22Rik	AI645545	RIKEN cDNA E230013L22 gene	ncRNA	0.035385	0.476190
NM_001033525	chr7	29232372	29233022	-	0	NA	promoter-TSS (NM_001033525)	promoter-TSS (NM_001033525)	0	NM_001033525	52150	Mm.24877	NM_001033525	ENSMUSG00000046410	Kcnk6	D7Ertd764e|Toss|Twik2	potassium inwardly-rectifying channel, subfamily K, member 6	protein-coding	0.073846	0.614439
NM_134156	chr12	80260221	80260871	-	0	NA	promoter-TSS (NM_001346669)	promoter-TSS (NM_001346669)	0	NM_134156	109711	Mm.253564	NM_134156	ENSMUSG00000015143	Actn1	3110023F10Rik|Actn1a	actinin, alpha 1	protein-coding	0.086154	0.677419
NR_049193	chr7	7298391	7299041	+	0	NA	promoter-TSS (NR_049193)	promoter-TSS (NR_049193)	0	NR_049193	100885832		NR_049193	ENSMUSG00000093599	Mir5620	Gm23572|mir-5620|mmu-mir-5620	microRNA 5620	ncRNA	0.090769	0.685100
NM_024473	chr13	24801157	24801807	+	0	NA	promoter-TSS (NM_024473)	promoter-TSS (NM_024473)	0	NM_024473	79555	Mm.266668	NM_024473	ENSMUSG00000019132	BC005537	8030460C05Rik|C78201	cDNA sequence BC005537	protein-coding	0.120000	0.712750
NM_026065	chr10	95501799	95502449	-	0	NA	promoter-TSS (NM_001359477)	promoter-TSS (NM_001359477)	0	NM_026065	67270	Mm.30008	NM_026065	ENSMUSG00000062981	Mrpl42	2700009F22Rik|2900055D03Rik|D10Ertd322e|HSPC204|L31mt|L42mt|MRP-L31|MRP-L42|MRP-S32|PTD007|Rpml31|S32mt	mitochondrial ribosomal protein L42	protein-coding	0.040000	0.483871
NM_153153	chr18	5046089	5046739	+	0	NA	promoter-TSS (NM_001347449)	promoter-TSS (NM_001347449)	0	NM_153153	225115	Mm.136791	NM_153153	ENSMUSG00000024236	Svil	AU024053|B430302E16Rik	supervillin	protein-coding	0.007692	0.425499
NM_177564	chr11	84828853	84829503	-	0	NA	promoter-TSS (NR_046281)	promoter-TSS (NR_046281)	0	NM_177564	192970	Mm.192213	NM_177564	ENSMUSG00000034449	Dhrs11	-	dehydrogenase/reductase (SDR family) member 11	protein-coding	0.067692	0.625192
NM_146187	chr7	30823625	30824275	-	0	NA	promoter-TSS (NM_146187)	promoter-TSS (NM_146187)	0	NM_146187	233079	Mm.97338	NM_146187	ENSMUSG00000051314	Ffar2	GPCR43|Gpr43	free fatty acid receptor 2	protein-coding	0.029231	0.526882
NM_177889	chr7	30072673	30073323	-	0	NA	promoter-TSS (NM_001253385)	promoter-TSS (NM_001253385)	0	NM_177889	330502	Mm.295906	NM_177889	ENSMUSG00000098022	Zfp82	A030010D05|Krab16|Mszf3|Zfp-82	zinc finger protein 82	protein-coding	0.043077	0.536098
NM_027292	chr17	48451351	48452001	-	0	NA	promoter-TSS (NM_027292)	promoter-TSS (NM_027292)	0	NM_027292	70026	Mm.22613	NM_027292	ENSMUSG00000023995	Tspo2	2510027D20Rik|Bzrpl1	translocator protein 2	protein-coding	0.020000	0.536098
NM_001007567	chr8	106210783	106211433	-	0	NA	promoter-TSS (NM_145404)	promoter-TSS (NM_145404)	0	NM_001007567	66432	Mm.269029	NM_001007567	ENSMUSG00000033106	Slc7a6os	2010007L18Rik|2400002F02Rik	solute carrier family 7, member 6 opposite strand	protein-coding	0.106154	0.666667
NM_199315	chr9	31280049	31280699	+	0	NA	promoter-TSS (NM_199315)	promoter-TSS (NM_199315)	0	NM_199315	382066	Mm.335039	NM_199315	ENSMUSG00000042496	Prdm10	Gm1112|tristanin	PR domain containing 10	protein-coding	0.046154	0.539171
NM_025511	chr1	178318653	178319303	+	0	NA	promoter-TSS (NM_025511)	promoter-TSS (NM_025511)	0	NM_025511	66359	Mm.489720	NM_025511	ENSMUSG00000026500	Cox20	2310005N03Rik|Fam36a	cytochrome c oxidase assembly protein 20	protein-coding	0.100000	0.677419
NM_007396	chr2	48813609	48814259	+	0	NA	promoter-TSS (NM_007396)	promoter-TSS (NM_007396)	0	NM_007396	11480	Mm.314338	NM_007396	ENSMUSG00000052155	Acvr2a	ActrIIa|Acvr2|TactrII	activin receptor IIA	protein-coding	0.158462	0.768049
NM_029634	chr9	108795494	108796144	+	0	NA	promoter-TSS (NM_029634)	promoter-TSS (NM_029634)	0	NM_029634	76500	Mm.276336	NM_029634	ENSMUSG00000032599	Ip6k2	1500005N04Rik|AW050208|Ihpk2	inositol hexaphosphate kinase 2	protein-coding	0.018462	0.470046
NM_197943	chr11	74896930	74897580	-	0	NA	promoter-TSS (NM_197943)	promoter-TSS (NM_197943)	0	NM_197943	97761	Mm.245894	NM_197943	ENSMUSG00000038351	Sgsm2	D630003G22Rik|R74628|Rutbc1|mKIAA0397	small G protein signaling modulator 2	protein-coding	0.100000	0.698925
NM_025950	chr19	28989852	28990502	+	0	NA	promoter-TSS (NM_001302382)	promoter-TSS (NM_001302382)	0	NM_025950	67072	Mm.78875	NM_025950	ENSMUSG00000024780	Cdc37l1	2700033A15Rik|BB159850|Cdc37l|Harc	cell division cycle 37-like 1	protein-coding	0.064615	0.534562
NM_025290	chr17	31277146	31277796	-	0	NA	promoter-TSS (NM_025290)	promoter-TSS (NM_025290)	0	NM_025290	22092	Mm.12743	NM_025290	ENSMUSG00000024033	Rsph1	MCA|Tsga2	radial spoke head 1 homolog (Chlamydomonas)	protein-coding	0.041538	0.562212
NR_040305	chr1	185455418	185456068	-	0	NA	promoter-TSS (NR_040305)	promoter-TSS (NR_040305)	0	NR_040305	100039138	Mm.427989	NR_040305	ENSMUSG00000097615	Gm2061	-	predicted gene 2061	ncRNA	0.046154	0.576037
NM_008670	chr13	100452714	100453364	-	0	NA	promoter-TSS (NM_008670)	promoter-TSS (NM_008670)	0	NM_008670	17940	Mm.6898	NM_008670	ENSMUSG00000021640	Naip1	AV364616|Birc1a|D13Lsd1|Naip|Naip-rs1	NLR family, apoptosis inhibitory protein 1	protein-coding	0.009231	0.399386
NM_026765	chr2	181581823	181582473	-	0	NA	promoter-TSS (NM_026765)	promoter-TSS (NM_026765)	0	NM_026765	68556	Mm.232400	NM_026765	ENSMUSG00000089917	Uckl1	1110007H10Rik|Urkl1	uridine-cytidine kinase 1-like 1	protein-coding	0.049231	0.554531
NM_028081	chr3	106721182	106721832	+	0	NA	promoter-TSS (NM_001039488)	promoter-TSS (NM_001039488)	0	NM_028081	321000	Mm.259638	NM_028081	ENSMUSG00000056260	Lrif1	2010012G17Rik|4933421E11Rik|AI450568	ligand dependent nuclear receptor interacting factor 1	protein-coding	0.032308	0.447005
NM_026891	chr2	120731367	120732017	-	0	NA	promoter-TSS (NM_026891)	promoter-TSS (NM_026891)	0	NM_026891	68968	Mm.2289	NM_026891	ENSMUSG00000027284	Cdan1	1500015A01Rik|AI448026|AW492297|CDA-I|CDA1|CDAI	congenital dyserythropoietic anemia, type I (human)	protein-coding	0.061538	0.589862
NM_029635	chr2	101885762	101886412	+	0	NA	promoter-TSS (NM_029635)	promoter-TSS (NM_029635)	0	NM_029635	76501	Mm.330424	NM_029635	ENSMUSG00000027163	Commd9	1810029F08Rik|AA409293	COMM domain containing 9	protein-coding	0.033846	0.508449
NM_026005	chr4	10873998	10874648	+	0	NA	promoter-TSS (NM_026005)	promoter-TSS (NM_026005)	0	NM_026005	67157	Mm.440552	NM_026005	ENSMUSG00000059482	2610301B20Rik	AI428449	RIKEN cDNA 2610301B20 gene	protein-coding	0.100000	0.626728
NM_028846	chr2	30981779	30982429	+	0	NA	promoter-TSS (NM_028846)	promoter-TSS (NM_028846)	0	NM_028846	74270	Mm.346654	NM_028846	ENSMUSG00000026854	Usp20	1700055M05Rik|AI467231|Vdu2	ubiquitin specific peptidase 20	protein-coding	0.092308	0.657450
NM_001083906	chr8	76901830	76902480	+	0	NA	promoter-TSS (NM_001083906)	promoter-TSS (NM_001083906)	0	NM_001083906	110784	Mm.324393	NM_001083906	ENSMUSG00000031618	Nr3c2	MR|Mlr	nuclear receptor subfamily 3, group C, member 2	protein-coding	0.055385	0.648233
NM_009899	chr3	144760827	144761477	-	0	NA	promoter-TSS (NR_130895)	promoter-TSS (NR_130895)	0	NM_009899	12722	Mm.454553	NM_009899	ENSMUSG00000056025	Clca3a1	Cacc|Clca1	chloride channel accessory 3A1	protein-coding	0.010769	0.456221
NM_010092	chr7	28178983	28179633	+	0	NA	promoter-TSS (NM_010092)	promoter-TSS (NM_010092)	0	NM_010092	13549	Mm.57249	NM_010092	ENSMUSG00000002409	Dyrk1b	Mirk	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b	protein-coding	0.050769	0.574501
NM_021328	chr14	70099593	70100243	+	0	NA	promoter-TSS (NM_021328)	promoter-TSS (NM_021328)	0	NM_021328	57784	Mm.24186	NM_021328	ENSMUSG00000022089	Bin3	1700015F07Rik	bridging integrator 3	protein-coding	0.055385	0.557604
NM_028521	chr2	69789237	69789887	+	0	NA	promoter-TSS (NM_028521)	promoter-TSS (NM_028521)	0	NM_028521	73373	Mm.9621	NM_028521	ENSMUSG00000027088	Phospho2	1700048E23Rik|AI661517|AU021728|AV006103|Phos2	phosphatase, orphan 2	protein-coding	0.072308	0.602151
